文件名,类别,独热编码,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30
55.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
34.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
106.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
64.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
69.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
44.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
8.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
108.JPG,J,"1,0,0,0",22.0,10.0,22.0,13.2,22.0,16.4,22.0,19.6,22.0,22.9,22.0,26.1,22.0,29.3,22.0,32.5,22.0,35.7,22.0,38.9,22.0,42.1,22.0,45.4,22.0,48.6,22.0,51.8,22.0,55.0,22.0,55.0,20.3,55.0,18.6,55.0,16.9,55.0,15.1,55.0,13.4,55.0,11.7,55.0,10.0,55.0,10.0,55.0,9.3,52.7,8.7,50.3,8.0,48.0,8.0,48.0,10.0,49.0,12.0,50.0
71.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
129.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
49.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
99.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
72.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
52.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
136.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
4.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
137.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
135.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
27.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
100.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
8.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
82.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
110.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
83.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
148.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
19.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
98.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
35.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
63.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
43.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
85.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
97.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
5.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
142.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
96.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
10.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
149.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
101.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
111.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
95.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
29.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
77.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
80.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
91.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
145.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
102.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
81.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
36.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
92.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
18.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
3.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
105.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
90.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
